Date Time Hour Beginning,Residual Forecast,RSA Contracted Forecast,Residual Demand,ILS Usage
2021-04-01 12:00:00 AM,21076.232,21833.271,21177.801,0.0
2021-04-01 01:00:00 AM,20803.317,21453.623,20886.668,0.0
2021-04-01 02:00:00 AM,20752.81,21284.327,20822.775,0.0
2021-04-01 03:00:00 AM,20871.016,21396.662,21068.201,0.0
2021-04-01 04:00:00 AM,22089.175,22639.893,22216.935,0.0
2021-04-01 05:00:00 AM,24476.193,25048.864,24275.534,0.0
2021-04-01 06:00:00 AM,26500.478,27067.115,25935.668,0.0
2021-04-01 07:00:00 AM,25944.934,26840.03,25794.668,0.0
2021-04-01 08:00:00 AM,26155.986,27509.171,25819.534,0.0
2021-04-01 09:00:00 AM,26097.555,27939.432,25121.247,0.0
2021-04-01 10:00:00 AM,25828.861,28025.296,24831.716,0.0
2021-04-01 11:00:00 AM,25552.947,27839.603,24591.668,0.0
2021-04-01 12:00:00 PM,25141.802,27416.286,24257.668,0.0
2021-04-01 01:00:00 PM,24656.683,26897.078,24114.517,0.0
2021-04-01 02:00:00 PM,24623.819,26799.504,24034.935,0.0
2021-04-01 03:00:00 PM,24627.436,26701.649,23938.095,0.0
2021-04-01 04:00:00 PM,25058.588,26881.058,24595.317,0.0
2021-04-01 05:00:00 PM,26120.054,27713.524,25375.05,0.0
2021-04-01 06:00:00 PM,27420.685,28884.004,26896.804,0.0
2021-04-01 07:00:00 PM,26863.529,28256.505,26537.92,0.0
2021-04-01 08:00:00 PM,25305.691,26610.674,25166.387,0.0
2021-04-01 09:00:00 PM,23724.903,24737.795,23718.075,0.0
2021-04-01 10:00:00 PM,22183.572,22962.002,22713.635,0.0
2021-04-01 11:00:00 PM,21185.724,21731.015,21482.787,0.0
2021-04-02 12:00:00 AM,20460.92,20936.119,20700.117,0.0
2021-04-02 01:00:00 AM,20064.644,20481.728,20339.405,0.0
2021-04-02 02:00:00 AM,19947.513,20320.313,20147.561,0.0
2021-04-02 03:00:00 AM,20092.412,20472.643,20179.801,0.0
2021-04-02 04:00:00 AM,20332.088,20707.813,20412.201,0.0
2021-04-02 05:00:00 AM,20927.428,21337.119,20730.225,0.0
2021-04-02 06:00:00 AM,21906.427,22366.83,21678.335,0.0
2021-04-02 07:00:00 AM,23099.575,23953.981,23000.725,0.0
2021-04-02 08:00:00 AM,23631.717,25113.741,23349.201,0.0
2021-04-02 09:00:00 AM,23580.823,25648.138,23329.935,0.0
2021-04-02 10:00:00 AM,22988.901,25406.506,23047.201,0.0
2021-04-02 11:00:00 AM,22529.539,25101.5,22905.935,0.0
2021-04-02 12:00:00 PM,22209.827,24871.757,22492.971,0.0
2021-04-02 01:00:00 PM,21881.268,24578.577,22025.935,0.0
2021-04-02 02:00:00 PM,21450.33,24120.971,21932.068,0.0
2021-04-02 03:00:00 PM,21586.492,24188.189,22119.068,0.0
2021-04-02 04:00:00 PM,22083.865,24384.65,22678.935,0.0
2021-04-02 05:00:00 PM,23218.304,25031.459,23851.951,0.0
2021-04-02 06:00:00 PM,24735.537,26189.974,25185.935,0.0
2021-04-02 07:00:00 PM,24392.791,25715.778,24745.201,0.0
2021-04-02 08:00:00 PM,23080.23,24367.028,23324.801,0.0
2021-04-02 09:00:00 PM,21884.731,23033.799,22083.068,0.0
2021-04-02 10:00:00 PM,20625.045,21591.195,21233.935,0.0
2021-04-02 11:00:00 PM,19874.812,20680.555,20240.935,0.0
2021-04-03 12:00:00 AM,19110.525,19802.173,19721.068,0.0
2021-04-03 01:00:00 AM,18844.249,19436.058,19506.935,0.0
2021-04-03 02:00:00 AM,18693.193,19220.146,19292.068,0.0
2021-04-03 03:00:00 AM,18775.113,19252.121,19345.201,0.0
2021-04-03 04:00:00 AM,19105.652,19543.343,19450.935,0.0
2021-04-03 05:00:00 AM,19702.462,20159.517,20089.935,0.0
2021-04-03 06:00:00 AM,20827.088,21282.325,20995.568,0.0
2021-04-03 07:00:00 AM,22119.337,22889.935,22598.935,0.0
2021-04-03 08:00:00 AM,23223.395,24633.356,23237.201,0.0
2021-04-03 09:00:00 AM,23385.249,25282.765,23106.801,0.0
2021-04-03 10:00:00 AM,22826.221,25009.619,22912.185,0.0
2021-04-03 11:00:00 AM,22511.163,24793.118,22457.935,0.0
2021-04-03 12:00:00 PM,22243.074,24546.544,22325.718,0.0
2021-04-03 01:00:00 PM,22113.336,24378.906,21995.935,0.0
2021-04-03 02:00:00 PM,21881.765,24113.883,21782.184,0.0
2021-04-03 03:00:00 PM,21778.265,23957.248,21764.534,0.0
2021-04-03 04:00:00 PM,22386.357,24257.999,22300.241,0.0
2021-04-03 05:00:00 PM,23411.974,24878.706,23477.443,0.0
2021-04-03 06:00:00 PM,25350.063,26563.506,25190.92,390.0
2021-04-03 07:00:00 PM,24671.686,25862.644,24557.856,60.0
2021-04-03 08:00:00 PM,23181.409,24303.043,23194.486,0.0
2021-04-03 09:00:00 PM,21945.923,22841.668,21904.464,0.0
2021-04-03 10:00:00 PM,20582.492,21157.911,21159.068,0.0
2021-04-03 11:00:00 PM,19799.381,20205.58,20282.068,0.0
2021-04-04 12:00:00 AM,19643.93,19979.261,19741.201,0.0
2021-04-04 01:00:00 AM,19318.301,19594.741,19347.068,0.0
2021-04-04 02:00:00 AM,19174.333,19438.236,19159.801,0.0
2021-04-04 03:00:00 AM,19193.847,19444.631,19369.048,0.0
2021-04-04 04:00:00 AM,19388.471,19630.554,19587.901,0.0
2021-04-04 05:00:00 AM,19773.122,20020.9,19896.935,0.0
2021-04-04 06:00:00 AM,20546.018,20835.291,20968.128,0.0
2021-04-04 07:00:00 AM,21777.893,22507.77,22376.935,0.0
2021-04-04 08:00:00 AM,22792.261,24221.424,23101.068,0.0
2021-04-04 09:00:00 AM,22959.931,24930.247,23697.935,0.0
2021-04-04 10:00:00 AM,22757.111,24956.366,23449.158,0.0
2021-04-04 11:00:00 AM,22592.293,24907.512,23129.068,0.0
2021-04-04 12:00:00 PM,22101.874,24554.573,22656.335,0.0
2021-04-04 01:00:00 PM,21459.81,24062.5,22171.801,0.0
2021-04-04 02:00:00 PM,20921.066,23631.962,21639.201,0.0
2021-04-04 03:00:00 PM,20881.583,23642.348,21482.935,0.0
2021-04-04 04:00:00 PM,21456.979,24078.848,21809.281,0.0
2021-04-04 05:00:00 PM,22612.331,24871.012,23038.934,0.0
2021-04-04 06:00:00 PM,24469.31,26419.846,24904.668,0.0
2021-04-04 07:00:00 PM,23801.998,25607.601,24231.801,0.0
2021-04-04 08:00:00 PM,22197.457,23906.313,22774.935,0.0
2021-04-04 09:00:00 PM,20711.721,22239.609,21387.201,0.0
2021-04-04 10:00:00 PM,19665.125,20820.516,20673.935,0.0
2021-04-04 11:00:00 PM,18832.787,19730.001,19896.068,0.0
2021-04-05 12:00:00 AM,18750.546,19555.659,19384.715,0.0
2021-04-05 01:00:00 AM,18640.921,19318.174,19104.201,0.0
2021-04-05 02:00:00 AM,18563.707,19135.752,18965.598,0.0
2021-04-05 03:00:00 AM,18811.72,19334.05,18906.068,0.0
2021-04-05 04:00:00 AM,19068.386,19570.805,19268.335,0.0
2021-04-05 05:00:00 AM,19651.807,20142.121,19552.335,0.0
2021-04-05 06:00:00 AM,20490.386,20976.262,20465.935,0.0
2021-04-05 07:00:00 AM,21903.864,22745.928,21706.335,0.0
2021-04-05 08:00:00 AM,23180.189,24656.166,22555.068,0.0
2021-04-05 09:00:00 AM,24009.986,25966.371,23304.068,0.0
2021-04-05 10:00:00 AM,24032.75,26260.36,23407.068,0.0
2021-04-05 11:00:00 AM,23756.27,26118.623,23241.871,0.0
2021-04-05 12:00:00 PM,23547.41,26024.053,22847.935,0.0
2021-04-05 01:00:00 PM,23233.867,25808.768,22604.068,0.0
2021-04-05 02:00:00 PM,22802.683,25426.016,22282.068,0.0
2021-04-05 03:00:00 PM,23049.921,25642.716,22297.115,0.0
2021-04-05 04:00:00 PM,23871.055,26279.893,23014.601,0.0
2021-04-05 05:00:00 PM,25276.971,27288.834,24403.735,0.0
2021-04-05 06:00:00 PM,26707.419,28401.546,26638.068,0.0
2021-04-05 07:00:00 PM,26022.593,27724.651,25964.068,0.0
2021-04-05 08:00:00 PM,24302.769,26041.659,23818.935,0.0
2021-04-05 09:00:00 PM,22172.589,23785.567,22266.955,0.0
2021-04-05 10:00:00 PM,20748.29,22058.604,20656.201,0.0
2021-04-05 11:00:00 PM,19826.931,20944.337,19569.801,0.0
2021-04-06 12:00:00 AM,19739.099,20789.093,19249.718,0.0
2021-04-06 01:00:00 AM,19578.409,20578.137,19122.801,0.0
2021-04-06 02:00:00 AM,19587.144,20536.422,18803.335,0.0
2021-04-06 03:00:00 AM,19788.323,20706.958,19096.181,0.0
2021-04-06 04:00:00 AM,20956.266,21822.268,20370.201,0.0
2021-04-06 05:00:00 AM,23544.023,24373.992,22768.935,0.0
2021-04-06 06:00:00 AM,25704.976,26557.146,24716.935,0.0
2021-04-06 07:00:00 AM,25245.725,26500.821,24924.801,0.0
2021-04-06 08:00:00 AM,25539.208,27469.785,25220.871,0.0
2021-04-06 09:00:00 AM,25358.874,27792.073,25327.801,0.0
2021-04-06 10:00:00 AM,25330.446,27953.852,25254.201,0.0
2021-04-06 11:00:00 AM,25371.372,27971.603,25222.068,0.0
2021-04-06 12:00:00 PM,25300.011,27793.593,25219.068,0.0
2021-04-06 01:00:00 PM,25230.988,27561.811,25351.068,0.0
2021-04-06 02:00:00 PM,25564.029,27818.53,25570.621,0.0
2021-04-06 03:00:00 PM,26097.293,28265.559,26215.935,0.0
2021-04-06 04:00:00 PM,26707.49,28650.269,26918.335,0.0
2021-04-06 05:00:00 PM,27889.906,29395.291,28466.32,0.0
2021-04-06 06:00:00 PM,29430.112,30674.026,29660.153,0.0
2021-04-06 07:00:00 PM,28556.793,29781.581,28678.617,0.0
2021-04-06 08:00:00 PM,26460.557,27638.25,26757.568,0.0
2021-04-06 09:00:00 PM,24466.841,25466.938,24730.598,0.0
2021-04-06 10:00:00 PM,22839.838,23548.716,23170.335,0.0
2021-04-06 11:00:00 PM,21756.84,22283.62,22076.935,0.0
2021-04-07 12:00:00 AM,21266.56,21674.991,21550.298,0.0
2021-04-07 01:00:00 AM,21029.641,21383.777,21191.935,0.0
2021-04-07 02:00:00 AM,20997.904,21329.701,21103.201,0.0
2021-04-07 03:00:00 AM,21215.928,21558.029,21253.801,0.0
2021-04-07 04:00:00 AM,22352.117,22686.028,22290.658,0.0
2021-04-07 05:00:00 AM,24697.795,25085.094,24227.068,0.0
2021-04-07 06:00:00 AM,26789.856,27199.839,26064.935,0.0
2021-04-07 07:00:00 AM,26332.985,27028.51,25795.935,0.0
2021-04-07 08:00:00 AM,26687.299,27969.363,25899.998,0.0
2021-04-07 09:00:00 AM,26589.734,28324.121,25703.058,0.0
2021-04-07 10:00:00 AM,26459.31,28520.675,25486.068,0.0
2021-04-07 11:00:00 AM,26424.461,28622.715,25404.068,0.0
2021-04-07 12:00:00 PM,26388.771,28624.128,25291.201,0.0
2021-04-07 01:00:00 PM,26393.346,28605.052,25125.068,0.0
2021-04-07 02:00:00 PM,26690.679,28829.922,25395.935,0.0
2021-04-07 03:00:00 PM,27276.8,29225.762,26121.278,0.0
2021-04-07 04:00:00 PM,27957.981,29572.781,27204.342,0.0
2021-04-07 05:00:00 PM,28553.075,29714.325,28474.548,0.0
2021-04-07 06:00:00 PM,29749.06,30711.534,30051.447,0.0
2021-04-07 07:00:00 PM,29085.867,30039.183,28986.38,0.0
2021-04-07 08:00:00 PM,27034.496,27977.573,26720.349,0.0
2021-04-07 09:00:00 PM,24960.094,25760.138,25024.305,0.0
2021-04-07 10:00:00 PM,23421.212,24096.417,23453.96,0.0
2021-04-07 11:00:00 PM,22286.478,22829.411,22365.261,0.0
2021-04-08 12:00:00 AM,21424.961,21889.598,21592.745,0.0
2021-04-08 01:00:00 AM,21110.131,21506.152,21188.935,0.0
2021-04-08 02:00:00 AM,21005.106,21340.89,21192.201,0.0
2021-04-08 03:00:00 AM,21328.77,21617.289,21447.035,0.0
2021-04-08 04:00:00 AM,22092.707,22337.793,22485.885,0.0
2021-04-08 05:00:00 AM,24526.235,24747.713,25006.935,0.0
2021-04-08 06:00:00 AM,26622.054,26857.666,27062.068,0.0
2021-04-08 07:00:00 AM,26118.569,26599.224,26702.935,0.0
2021-04-08 08:00:00 AM,26344.18,27356.694,26447.676,0.0
2021-04-08 09:00:00 AM,26166.649,27666.684,25859.802,0.0
2021-04-08 10:00:00 AM,25946.435,27817.751,25579.408,0.0
2021-04-08 11:00:00 AM,25863.653,27878.152,25359.956,0.0
2021-04-08 12:00:00 PM,25540.613,27618.566,25169.0,0.0
2021-04-08 01:00:00 PM,25335.228,27445.585,24736.767,0.0
2021-04-08 02:00:00 PM,25632.79,27681.637,24962.204,0.0
2021-04-08 03:00:00 PM,26025.456,27947.016,25791.567,0.0
2021-04-08 04:00:00 PM,26700.715,28322.353,26739.894,0.0
2021-04-08 05:00:00 PM,28177.76,29369.047,27734.15,0.0
2021-04-08 06:00:00 PM,29764.034,30812.148,29594.63,357.6
2021-04-08 07:00:00 PM,28963.587,30028.359,28827.882,89.4
2021-04-08 08:00:00 PM,26984.228,28032.95,26957.601,0.0
2021-04-08 09:00:00 PM,25000.857,25856.547,25271.706,0.0
2021-04-08 10:00:00 PM,23301.101,23884.387,23869.247,0.0
2021-04-08 11:00:00 PM,22190.263,22617.094,22622.244,0.0
2021-04-09 12:00:00 AM,21736.066,22089.928,21954.935,0.0
2021-04-09 01:00:00 AM,21390.152,21680.815,21504.201,0.0
2021-04-09 02:00:00 AM,21309.215,21546.592,21439.838,0.0
2021-04-09 03:00:00 AM,21506.068,21725.772,21629.935,0.0
2021-04-09 04:00:00 AM,22505.431,22719.938,22865.138,0.0
2021-04-09 05:00:00 AM,25060.678,25275.924,25092.096,0.0
2021-04-09 06:00:00 AM,27192.663,27419.218,26770.235,0.0
2021-04-09 07:00:00 AM,26886.211,27497.392,26440.396,0.0
2021-04-09 08:00:00 AM,27015.469,28261.262,26186.935,0.0
2021-04-09 09:00:00 AM,26638.608,28382.279,25664.683,0.0
2021-04-09 10:00:00 AM,26401.391,28418.64,25518.444,0.0
2021-04-09 11:00:00 AM,26182.206,28337.685,25281.799,0.0
2021-04-09 12:00:00 PM,25785.27,28020.164,24935.55,0.0
2021-04-09 01:00:00 PM,25464.739,27755.358,24748.977,0.0
2021-04-09 02:00:00 PM,25258.879,27552.015,24764.721,0.0
2021-04-09 03:00:00 PM,25479.808,27630.081,25093.946,0.0
2021-04-09 04:00:00 PM,25870.409,27673.932,25773.904,0.0
2021-04-09 05:00:00 PM,26842.3,28159.771,26822.715,0.0
2021-04-09 06:00:00 PM,28627.13,29647.888,28497.486,0.0
2021-04-09 07:00:00 PM,27935.683,28821.075,27617.966,0.0
2021-04-09 08:00:00 PM,26442.681,27269.28,25897.234,0.0
2021-04-09 09:00:00 PM,24661.795,25353.441,24751.51,0.0
2021-04-09 10:00:00 PM,23071.442,23597.439,23558.755,0.0
2021-04-09 11:00:00 PM,22049.763,22423.784,22692.161,0.0
2021-04-10 12:00:00 AM,21493.762,21766.016,21952.09,0.0
2021-04-10 01:00:00 AM,21116.861,21333.996,21597.394,0.0
2021-04-10 02:00:00 AM,20954.782,21132.928,21391.824,0.0
2021-04-10 03:00:00 AM,21116.021,21270.419,21533.952,0.0
2021-04-10 04:00:00 AM,21356.851,21498.153,21931.334,0.0
2021-04-10 05:00:00 AM,21909.259,22098.08,22101.267,0.0
2021-04-10 06:00:00 AM,23142.705,23359.021,23326.267,0.0
2021-04-10 07:00:00 AM,24674.886,25238.429,24585.4,0.0
2021-04-10 08:00:00 AM,25565.749,26811.548,24921.267,0.0
2021-04-10 09:00:00 AM,25464.498,27273.923,24826.4,0.0
2021-04-10 10:00:00 AM,24785.076,26962.461,24307.267,0.0
2021-04-10 11:00:00 AM,24361.007,26746.542,23960.53,0.0
2021-04-10 12:00:00 PM,23990.717,26495.251,23353.4,0.0
2021-04-10 01:00:00 PM,23378.002,25970.991,23131.4,0.0
2021-04-10 02:00:00 PM,23052.977,25672.741,22903.827,0.0
2021-04-10 03:00:00 PM,22935.617,25421.102,22967.4,0.0
2021-04-10 04:00:00 PM,23512.542,25634.756,23872.534,0.0
2021-04-10 05:00:00 PM,24691.681,26202.066,25236.0,0.0
2021-04-10 06:00:00 PM,26579.653,27709.845,27465.0,0.0
2021-04-10 07:00:00 PM,26223.142,27245.664,26914.0,0.0
2021-04-10 08:00:00 PM,24738.112,25636.26,24956.0,0.0
2021-04-10 09:00:00 PM,23194.728,23948.241,23508.81,0.0
2021-04-10 10:00:00 PM,21948.288,22458.296,22812.98,0.0
2021-04-10 11:00:00 PM,20788.252,21167.172,22026.98,0.0
2021-04-11 12:00:00 AM,20357.419,20685.373,21343.4,0.0
2021-04-11 01:00:00 AM,20026.213,20319.787,20851.668,0.0
2021-04-11 02:00:00 AM,19891.255,20158.95,20613.068,0.0
2021-04-11 03:00:00 AM,19923.71,20182.081,20802.801,0.0
2021-04-11 04:00:00 AM,20162.735,20404.028,20888.068,0.0
2021-04-11 05:00:00 AM,20593.534,20860.442,21148.498,0.0
2021-04-11 06:00:00 AM,21730.003,22003.295,22148.068,0.0
2021-04-11 07:00:00 AM,23501.266,24108.653,23805.508,0.0
2021-04-11 08:00:00 AM,24593.104,25879.567,24611.715,0.0
2021-04-11 09:00:00 AM,24768.974,26566.28,24797.335,0.0
2021-04-11 10:00:00 AM,24318.843,26384.32,24440.801,0.0
2021-04-11 11:00:00 AM,24085.658,26309.207,24004.468,0.0
2021-04-11 12:00:00 PM,23726.005,26081.052,23625.068,0.0
2021-04-11 01:00:00 PM,23306.032,25740.879,23145.401,0.0
2021-04-11 02:00:00 PM,22993.328,25440.451,22884.801,0.0
2021-04-11 03:00:00 PM,23062.919,25369.073,22905.668,0.0
2021-04-11 04:00:00 PM,23764.403,25742.416,23739.067,0.0
2021-04-11 05:00:00 PM,25060.77,26421.784,25406.15,0.0
2021-04-11 06:00:00 PM,27085.369,28100.609,27583.5,307.5
2021-04-11 07:00:00 PM,26699.806,27695.312,26827.5,142.5
2021-04-11 08:00:00 PM,25001.231,25905.104,25281.0,0.0
2021-04-11 09:00:00 PM,23062.025,23866.433,23511.534,0.0
2021-04-11 10:00:00 PM,21566.046,22206.891,22662.801,0.0
2021-04-11 11:00:00 PM,20671.305,21177.927,21652.011,0.0
2021-04-12 12:00:00 AM,20331.383,20776.24,21102.068,0.0
2021-04-12 01:00:00 AM,20160.471,20555.493,20907.935,0.0
2021-04-12 02:00:00 AM,20078.272,20427.463,20573.068,0.0
2021-04-12 03:00:00 AM,20321.261,20634.021,20568.598,0.0
2021-04-12 04:00:00 AM,21740.395,22031.392,21728.935,0.0
2021-04-12 05:00:00 AM,24562.738,24842.993,24248.068,0.0
2021-04-12 06:00:00 AM,26621.041,26932.411,25976.818,0.0
2021-04-12 07:00:00 AM,26144.083,26754.117,25992.068,0.0
2021-04-12 08:00:00 AM,26398.306,27624.803,26203.506,0.0
2021-04-12 09:00:00 AM,26079.893,27808.028,25826.935,0.0
2021-04-12 10:00:00 AM,25915.943,27931.022,25618.801,0.0
2021-04-12 11:00:00 AM,25689.4,27846.679,25642.926,0.0
2021-04-12 12:00:00 PM,25679.475,27941.089,25497.681,0.0
2021-04-12 01:00:00 PM,25408.249,27711.899,25530.801,0.0
2021-04-12 02:00:00 PM,25385.687,27672.682,25715.801,0.0
2021-04-12 03:00:00 PM,26004.323,28132.8,26375.636,0.0
2021-04-12 04:00:00 PM,26901.417,28656.24,27168.668,0.0
2021-04-12 05:00:00 PM,28060.341,29255.856,28392.588,0.0
2021-04-12 06:00:00 PM,29536.668,30452.499,30287.254,292.5
2021-04-12 07:00:00 PM,28962.844,29827.741,28892.829,157.5
2021-04-12 08:00:00 PM,27035.884,27778.268,26671.767,0.0
2021-04-12 09:00:00 PM,25027.82,25668.721,24846.534,0.0
2021-04-12 10:00:00 PM,23114.88,23609.135,23517.001,0.0
2021-04-12 11:00:00 PM,22005.853,22408.304,22525.225,0.0
2021-04-13 12:00:00 AM,21507.367,21909.048,21886.068,0.0
2021-04-13 01:00:00 AM,21165.786,21560.451,21726.105,0.0
2021-04-13 02:00:00 AM,21178.164,21568.81,21591.935,0.0
2021-04-13 03:00:00 AM,21349.018,21730.308,21775.373,0.0
2021-04-13 04:00:00 AM,22506.745,22873.872,22714.465,0.0
2021-04-13 05:00:00 AM,24844.527,25196.023,24717.068,0.0
2021-04-13 06:00:00 AM,26822.171,27163.921,26710.801,0.0
2021-04-13 07:00:00 AM,26459.54,27162.462,26050.498,0.0
2021-04-13 08:00:00 AM,26584.769,27941.649,25773.134,0.0
2021-04-13 09:00:00 AM,26248.651,28091.728,25392.071,0.0
2021-04-13 10:00:00 AM,25984.192,28082.707,25437.962,0.0
2021-04-13 11:00:00 AM,25873.322,28079.265,25727.484,0.0
2021-04-13 12:00:00 PM,25818.61,28085.561,25352.3,0.0
2021-04-13 01:00:00 PM,25666.036,27964.157,25285.452,0.0
2021-04-13 02:00:00 PM,25827.658,28179.066,25509.66,0.0
2021-04-13 03:00:00 PM,26523.134,28732.031,26086.739,0.0
2021-04-13 04:00:00 PM,27440.982,29289.296,27228.342,0.0
2021-04-13 05:00:00 PM,28389.465,29594.116,28428.427,0.0
2021-04-13 06:00:00 PM,29868.527,30782.029,30281.021,0.0
2021-04-13 07:00:00 PM,29061.812,29977.085,28959.667,0.0
2021-04-13 08:00:00 PM,26946.445,27832.034,26758.552,0.0
2021-04-13 09:00:00 PM,25191.802,25874.918,24989.911,0.0
2021-04-13 10:00:00 PM,23465.552,24001.565,23352.806,0.0
2021-04-13 11:00:00 PM,22345.686,22792.943,22309.296,0.0
2021-04-14 12:00:00 AM,21961.278,22390.947,22009.489,0.0
2021-04-14 01:00:00 AM,21600.139,22014.476,21680.227,0.0
2021-04-14 02:00:00 AM,21538.118,21932.052,21631.033,0.0
2021-04-14 03:00:00 AM,21698.038,22081.497,21843.434,0.0
2021-04-14 04:00:00 AM,22627.502,23002.72,22817.936,0.0
2021-04-14 05:00:00 AM,25001.236,25414.749,25322.034,0.0
2021-04-14 06:00:00 AM,26516.909,26930.718,26960.201,0.0
2021-04-14 07:00:00 AM,25943.561,26642.121,26322.788,0.0
2021-04-14 08:00:00 AM,25963.983,27254.981,25952.935,0.0
2021-04-14 09:00:00 AM,25775.507,27542.855,25525.801,0.0
2021-04-14 10:00:00 AM,25477.886,27522.576,25505.335,0.0
2021-04-14 11:00:00 AM,25451.841,27553.94,25591.935,0.0
2021-04-14 12:00:00 PM,25282.664,27419.606,25607.068,0.0
2021-04-14 01:00:00 PM,25566.608,27720.973,25593.335,0.0
2021-04-14 02:00:00 PM,25820.875,27931.924,25952.068,0.0
2021-04-14 03:00:00 PM,26381.19,28321.983,26652.668,0.0
2021-04-14 04:00:00 PM,27038.463,28643.311,27539.621,0.0
2021-04-14 05:00:00 PM,27827.915,28919.012,28684.4,0.0
2021-04-14 06:00:00 PM,30027.12,30904.055,29896.267,0.0
2021-04-14 07:00:00 PM,28939.64,29810.837,28512.4,0.0
2021-04-14 08:00:00 PM,26827.688,27709.668,26508.767,0.0
2021-04-14 09:00:00 PM,25075.443,25816.889,24947.534,0.0
2021-04-14 10:00:00 PM,23645.141,24344.735,23515.467,0.0
2021-04-14 11:00:00 PM,22464.411,23054.043,22490.935,0.0
2021-04-15 12:00:00 AM,21605.258,22134.624,21917.935,0.0
2021-04-15 01:00:00 AM,21307.6,21807.384,21850.068,0.0
2021-04-15 02:00:00 AM,21304.996,21785.752,21806.935,0.0
2021-04-15 03:00:00 AM,21494.418,21954.91,22067.068,0.0
2021-04-15 04:00:00 AM,22520.555,22973.42,23302.068,0.0
2021-04-15 05:00:00 AM,25011.271,25523.239,25066.841,0.0
2021-04-15 06:00:00 AM,26684.709,27222.594,27048.801,0.0
2021-04-15 07:00:00 AM,26221.616,27052.961,26748.801,0.0
2021-04-15 08:00:00 AM,25941.229,27426.073,26519.355,0.0
2021-04-15 09:00:00 AM,25531.021,27532.335,26027.801,0.0
2021-04-15 10:00:00 AM,25225.6,27517.055,25400.201,0.0
2021-04-15 11:00:00 AM,25129.537,27642.58,25379.935,0.0
2021-04-15 12:00:00 PM,24795.926,27563.511,25179.068,0.0
2021-04-15 01:00:00 PM,24628.789,27540.008,25070.935,0.0
2021-04-15 02:00:00 PM,24767.856,27785.211,25316.201,0.0
2021-04-15 03:00:00 PM,25316.624,28213.329,25747.37,0.0
2021-04-15 04:00:00 PM,26158.53,28751.977,26426.844,0.0
2021-04-15 05:00:00 PM,27139.433,29189.88,27778.126,0.0
2021-04-15 06:00:00 PM,29517.289,31294.498,29195.821,0.0
2021-04-15 07:00:00 PM,28103.666,29808.013,28062.856,0.0
2021-04-15 08:00:00 PM,26000.922,27584.483,26480.087,0.0
2021-04-15 09:00:00 PM,24201.379,25794.157,24757.804,0.0
2021-04-15 10:00:00 PM,22611.249,24148.178,23322.522,0.0
2021-04-15 11:00:00 PM,21086.684,22462.044,22302.102,0.0
2021-04-16 12:00:00 AM,20963.326,22346.212,21472.708,0.0
2021-04-16 01:00:00 AM,20627.761,21986.679,21366.935,0.0
2021-04-16 02:00:00 AM,20598.936,21929.535,21227.935,0.0
2021-04-16 03:00:00 AM,20798.937,22098.755,21408.718,0.0
2021-04-16 04:00:00 AM,21910.419,23192.052,22375.905,0.0
2021-04-16 05:00:00 AM,24151.615,25418.657,24554.935,0.0
2021-04-16 06:00:00 AM,26015.724,27305.574,26503.935,0.0
2021-04-16 07:00:00 AM,25615.958,27169.824,26219.201,0.0
2021-04-16 08:00:00 AM,25632.309,27839.417,26270.201,0.0
2021-04-16 09:00:00 AM,25168.648,27848.185,25605.201,0.0
2021-04-16 10:00:00 AM,25031.336,27882.462,25589.721,0.0
2021-04-16 11:00:00 AM,24844.963,27776.362,25418.935,0.0
2021-04-16 12:00:00 PM,24604.998,27531.923,25350.201,0.0
2021-04-16 01:00:00 PM,24291.021,27074.824,24871.071,0.0
2021-04-16 02:00:00 PM,24202.041,26801.077,24857.935,0.0
2021-04-16 03:00:00 PM,24466.348,26910.492,25133.851,0.0
2021-04-16 04:00:00 PM,25062.622,27207.834,25994.935,0.0
2021-04-16 05:00:00 PM,26016.808,27660.376,27239.068,0.0
2021-04-16 06:00:00 PM,28049.696,29483.173,28515.068,0.0
2021-04-16 07:00:00 PM,26867.029,28309.752,27058.935,0.0
2021-04-16 08:00:00 PM,25261.888,26669.453,25694.738,0.0
2021-04-16 09:00:00 PM,23779.61,25068.719,24398.201,0.0
2021-04-16 10:00:00 PM,22379.257,23499.319,23481.935,0.0
2021-04-16 11:00:00 PM,21461.842,22293.525,22603.068,0.0
2021-04-17 12:00:00 AM,21614.057,22348.468,21781.935,0.0
2021-04-17 01:00:00 AM,21301.803,21992.376,21518.068,0.0
2021-04-17 02:00:00 AM,21048.812,21711.566,21333.058,0.0
2021-04-17 03:00:00 AM,21229.683,21872.592,21551.068,0.0
2021-04-17 04:00:00 AM,21382.715,22033.286,21842.935,0.0
2021-04-17 05:00:00 AM,22015.396,22686.517,22152.068,0.0
2021-04-17 06:00:00 AM,23129.747,23855.917,23104.935,0.0
2021-04-17 07:00:00 AM,24261.832,25298.118,24601.201,0.0
2021-04-17 08:00:00 AM,25030.201,26503.808,25893.801,0.0
2021-04-17 09:00:00 AM,25024.208,26895.351,26291.335,0.0
2021-04-17 10:00:00 AM,24817.523,26959.147,25820.468,0.0
2021-04-17 11:00:00 AM,24653.419,26862.917,25272.935,0.0
2021-04-17 12:00:00 PM,24299.88,26438.214,25169.201,0.0
2021-04-17 01:00:00 PM,24094.288,26099.199,24891.335,0.0
